"FACULTY_NAME","FACULTY","COURSETITLE","SUBJECT","COURSE_NUMBER","CREDIT","COURSE_TITLE","SECTION","INSTRUCTOR_NAME"
"College universitaire Glendon","GL","Academic Foundations: Digital Media Literacy in En","ENSL","2700","6","English Digital Media Literacy","M","Ian , Martin"
"College universitaire Glendon","GL","Advanced Experimental Design","PSYC","4240","3","Advanced Experimental Design","M","Lina , Musa"
"College universitaire Glendon","GL","Advanced Phonetics and Phonology","LIN","4709","3","Advanced Phonetics and Phonology","M","Bruce , Connell"
"College universitaire Glendon","GL","Advanced Seminar","PSYC","4230","3","Advanced Seminar","A","Josee , Rivest"
"College universitaire Glendon","GL","Advanced Seminar","PSYC","4230","3","Advanced Seminar","A","Lisa , Fiksenbaum"
"College universitaire Glendon","GL","Advanced Seminar","PSYC","4230","3","Advanced Seminar","M","Lisa , Fiksenbaum"
"College universitaire Glendon","GL","Advanced Translation Practicum/Travaux pratiques a","TRAN","4510","3","TRAN practicum/Travaux pratiques en TRAN","M","Ugo G. , Ellefsen"
"College universitaire Glendon","GL","American Foreign Policy","POLS","4610","3","American Foreign Policy","M","Dan , Berbecel"
"College universitaire Glendon","GL","American Government and Politics","POLS","3720","3","American Political Development","A","Radha , Persaud"
"College universitaire Glendon","GL","An Introduction to Existentialism","PHIL","3220","3","An Introduction to Existentialism","M","Tony , Kostroman"
"College universitaire Glendon","GL","An Introduction to Spanish/English Translation: Pr","SP","3545","3","Intro to Spanish/English Translation","A","Martin , Boyd"
"College universitaire Glendon","GL","Analyse Complexe","MATH","4230","6","Analyse Complexe","A","Hassan , Harb"
"College universitaire Glendon","GL","Ancient Ethical and Political Theory","PHIL","2633","3","Ancient Ethical and Political Theory","M","Sam , Steadman"
"College universitaire Glendon","GL","Animal Communication and Sensory Ecology","BIOL","4215","3","Animal Communication & Sensory Ecology","A","Radu Cornel, Guiasu"
"College universitaire Glendon","GL","Animal and Environmental Ethics","PHIL","2614","3","Animal and Environmental Ethics","M","Imola , Ilyes"
"College universitaire Glendon","GL","Anishinaabemowin (Ojibway) Language and Culture I","LIN","2636","3","Anishinaabemowin I","A","Albert , Owl"
"College universitaire Glendon","GL","Anishinaabemowin (Ojibway) Language and Culture II","LIN","2638","3","Anishinaabemowin II","M","Albert , Owl"
"College universitaire Glendon","GL","Another End of The World is Possible: Emergent Pra","COMS","4209","3","Emergent Practices in Communications 2","M","Elena , Chou"
"College universitaire Glendon","GL","Applied Business Analytics","ILST","3645","3","Applied Business Analytics","M","Hossam , Ali-Hassan"
"College universitaire Glendon","GL","Apprendre en faisant / Less reading. more doing: W","COMS","3800","3","Work placement en milieu de travail I","A","Aurelia , Klimkiewicz"
"College universitaire Glendon","GL","Apprendre en faisant / Less reading. more doing: W","COMS","3800","3","Work placement en milieu de travail I","A","Valerie , Florentin"
"College universitaire Glendon","GL","Apprendre en faisant / Less reading. more doing: W","COMS","3800","3","Work placement en milieu de travail I","M","Valerie , Florentin"
"College universitaire Glendon","GL","Approaches to Theatre","DRCA","3955","6","Approaches to Theatre","A","Aleksandar , Lukac"
"College universitaire Glendon","GL","Art et Peinture","DRCA","2685","6","Art et Peinture","A","Julie , Rene de Cotret"
"College universitaire Glendon","GL","Attention! Introduction to Social Content Creation","COMS","2300","3","Introduction to Social Content Creation","A","Aurelien , Muller"
"College universitaire Glendon","GL","Becoming a Scholar: Glendon and You","CORE","1630","3","Becoming a Scholar: Glendon and You","F","Audrey , Pyee"
"College universitaire Glendon","GL","Becoming a Scholar: Glendon and You","CORE","1630","3","Becoming a Scholar: Glendon and You","G","Lee , Frew"
"College universitaire Glendon","GL","Becoming a Scholar: Glendon and You","CORE","1630","3","Becoming a Scholar: Glendon and You","H","Michael , Palamarek"
"College universitaire Glendon","GL","Becoming a Scholar: Glendon and You","CORE","1630","3","Becoming a Scholar: Glendon and You","I","Kevin  , Reynolds"
"College universitaire Glendon","GL","Becoming a Scholar: Glendon and You","CORE","1630","3","Becoming a Scholar: Glendon and You","J","Lee , Frew"
"College universitaire Glendon","GL","Becoming a Scholar: Glendon and You","CORE","1630","3","Becoming a Scholar: Glendon and You","M","James , Cypher"
"College universitaire Glendon","GL","Behavioural Ecology","BIOL","3001","3","Behavioural Ecology","M","Valerie , Schoof"
"College universitaire Glendon","GL","Bending the Bard: Transhistorical Adaptation of Sh","EN","4601","3","Transhist. Adaptation of Shakespeare","A","Natalia , Khomenko"
"College universitaire Glendon","GL","Beyond Binaries: Gender. Media. and Communications","COMS","2400","3","Gender. Media. and Communications","A","Alison , Harvey"
"College universitaire Glendon","GL","Beyond Borders and Bridges: Transnational Communic","COMS","3201","3","Transnational Communications","M","Alison , Harvey"
"College universitaire Glendon","GL","Beyond Words: Communications. Languages and Media","COMS","2100","3","Communications. Languages and Media","M","Elena , Basile"
"College universitaire Glendon","GL","Beyond traditional academic English: Exploring ima","ENSL","3210","6","Beyond traditional academic English","A","Michael , Koslowski"
"College universitaire Glendon","GL","Biology of insects and related arthropods","BIOL","3225","3","Insect Biology","A","Jocelyn , Martel"
"College universitaire Glendon","GL","Borders. Displacement. and the State","POLS","4652","3","Borders. Displacement. and the State","A","Sergey , Smolnikov"
"College universitaire Glendon","GL","Botany","BIOL","2320","3","Botany","M","Angelica , Drexler"
"College universitaire Glendon","GL","Botany","BIOL","2320","3","Botany","M","Jocelyn , Martel"
"College universitaire Glendon","GL","Boite a outils pour les communications d'aujourd'h","COMS","4202","3","Advanced methods/Methodologies avancees","M","Lianne , Pelletier"
"College universitaire Glendon","GL","Business Ethics","PHIL","3642","3","Business Ethics","M","Richard Brian, Davis"
"College universitaire Glendon","GL","Business Information Systems","ILST","3646","3","Business Information Systems","M","Hossam , Ali-Hassan"
"College universitaire Glendon","GL","Calcul des fonctions de plusieurs variables","MATH","2670","6","Calcul des fonctions de plus. variables","A","Hassan , Harb"
"College universitaire Glendon","GL","Calcul differentiel a une variable","MATH","1930","3","Calcul differentiel","B","Hassan , Harb"
"College universitaire Glendon","GL","Calcul integral a une variable","MATH","1940","3","Calcul integral","N","Hassan , Harb"
"College universitaire Glendon","GL","Can Theory Save The Planet? Emergent Ideas/Idees e","COMS","3208","3","Emergent Ideas/Idees emergentes 1","A","Rania , Aoun"
"College universitaire Glendon","GL","Canadian Government and Politics","POLS","3625","3","Canadian Government and Politics","M","Radha , Persaud"
"College universitaire Glendon","GL","Canadian History","HIST","2670","6","Canadian History","A","Amanda , Ricci"
"College universitaire Glendon","GL","Canadian Labour and Immigration History","HIST","4220","6","Canadian Labour and Immigration History","A","Dr. Geoffrey , Ewen"
"College universitaire Glendon","GL","Capstone Seminar","ILST","4501","3","Capstone Seminar","C","Marco , Fonseca"
"College universitaire Glendon","GL","Case Studies in Clinical Neuropsychology: A Practi","PSYC","4261","3","Practicum Neuropsychology","M","Josee , Rivest"
"College universitaire Glendon","GL","Citizenship and Immigration in Canada","CDNS","2602","3","Citizenship and Immigration in Canada","M","Dr. Geoffrey , Ewen"
"College universitaire Glendon","GL","Communication multilingue : les enjeux de l'interp","TRAN","3405","3","Issues in Interpreting","M","Qjinti I , Barrios van der Valk"
"College universitaire Glendon","GL","Communication. Translation and Ethics","TRAN","4255","3","Communication. Translation and Ethics","M","Aurelia , Klimkiewicz"
"College universitaire Glendon","GL","Communist and Post-Communist Politics","POLS","3350","3","Communist and Post-Communist Politics","A","Dan , Berbecel"
"College universitaire Glendon","GL","Comparative Politics","POLS","3528","3","Comparative Politics","A","Dan , Berbecel"
"College universitaire Glendon","GL","Comptabilite de gestion","ECON","2720","3","Comptabilite de gestion","A","Luis , Garcia Vargas"
"College universitaire Glendon","GL","Comptabilite financiere","ECON","2710","3","Comptabilite financiere","M","Luis , Garcia Vargas"
"College universitaire Glendon","GL","Computer tools and applications for communication","COMS","2200","3","Computer tools for communication","A","Jamie , Roberts"
"College universitaire Glendon","GL","Conception et publication de documents","TRAN","4212","3","Conception et publication de documents","M","Marie-Elaine , Bourgeois"
"College universitaire Glendon","GL","Contact des langues et interferences","FRAN","3612","3","Contact des langues et interferences","M","Marie Elaine , Lebel"
"College universitaire Glendon","GL","Contemporary Women Playwrights","EN","4620","3","Contemporary Women Playwrights","A","Aida , Jordao"
"College universitaire Glendon","GL","Corporate Finance I","ECON","4310","3","Corporate Finance I","M","John , Paschakis"
"College universitaire Glendon","GL","Corporate governance in an international context","ILST","4635","3","Corporate governance","M","Scott , Cawfield"
"College universitaire Glendon","GL","Creating and Promoting Web Content","COMS","2205","3","Creating and Promoting Web Content","M","Laurence , Butet-Roch"
"College universitaire Glendon","GL","Creative Writing Across Genres and Contexts","EN","3800","3","Creat. Writing Across Genres & Contexts","M","Jesse , Ruddock"
"College universitaire Glendon","GL","Creative Writing and the Environment","EN","3801","3","Creative Writing and the Environment","A","Samantha , Bernstein"
"College universitaire Glendon","GL","Critical Thinking","MODR","1711","6","Critical Thinking","A","Tony , Kostroman"
"College universitaire Glendon","GL","Critical Thinking","MODR","1711","6","Critical Thinking","B","Tony , Kostroman"
"College universitaire Glendon","GL","Cultural Encounters in Early Modern Europe. 1492-1","HIST","4619","3","Cultural Encounters / Modern Europe","M","Mark , Jurdjevic"
"College universitaire Glendon","GL","Culture and Power in the Americas","HIST","1672","6","Culture and Power in the Americas","A","James , Cypher"
"College universitaire Glendon","GL","Culture. Globalization and International Civil Soc","ILST","2622","3","Culture. Globaliz & Intern'l Civil Soc","M","Marco , Fonseca"
"College universitaire Glendon","GL","Culture. mondialisation et societe civile internat","ILST","2622","3","Culture. mondialis. & societe civile int","D","Alban , Bargain"
"College universitaire Glendon","GL","Data Science with Python","ECON","3685","3","Data Science for Social Scientists","A","Remi M , Vives"
"College universitaire Glendon","GL","De la carte au territoire - From map to territory:","COMS","4800","3","Work placement en milieu de travail II","A","Aurelia , Klimkiewicz"
"College universitaire Glendon","GL","De la carte au territoire - From map to territory:","COMS","4800","3","Work placement en milieu de travail II","A","Valerie , Florentin"
"College universitaire Glendon","GL","De la carte au territoire - From map to territory:","COMS","4800","3","Work placement en milieu de travail II","M","Valerie , Florentin"
"College universitaire Glendon","GL","De la carte au territoire - From map to territory:","COMS","4805","6","Work placement/placement de travail III","A","Aurelia , Klimkiewicz"
"College universitaire Glendon","GL","De la carte au territoire - From map to territory:","COMS","4805","6","Work placement/placement de travail III","A","Valerie , Florentin"
"College universitaire Glendon","GL","Democracy and Representation","POLS","3500","3","Democracy and Representation","M","Radha , Persaud"
"College universitaire Glendon","GL","Devenir universitaire : Glendon et vous","CORE","1630","3","Devenir universitaire : Glendon et vous","A","Michael , Palamarek"
"College universitaire Glendon","GL","Devenir universitaire : Glendon et vous","CORE","1630","3","Devenir universitaire : Glendon et vous","B","Valerie , Florentin"
"College universitaire Glendon","GL","Deviant Behaviour and Social Control","SOCI","2520","6","Deviant Behaviour and Social Control","A","Karrie , Sandford"
"College universitaire Glendon","GL","Differential Calculus in One Variable","MATH","1930","3","Differential Calculus","A","Mario , Roy"
"College universitaire Glendon","GL","Differential Calculus in One Variable","MATH","1930","3","Differential Calculus","M","Hassan , Harb"
"College universitaire Glendon","GL","Differential Equations","MATH","3400","3","Differential Equations","A","Alexander , Nenashev"
"College universitaire Glendon","GL","Directed Readings in Mathematics","MATH","4000","6","Directed Readings in Mathematics","A","Samia , Challal"
"College universitaire Glendon","GL","Directed Readings in Mathematics","MATH","4000","6","Directed Readings in Mathematics","B","Hassan , Harb"
"College universitaire Glendon","GL","Dissemination des connaissances: talking taboos an","COMS","4200","3","Dissemination des savoirs/Knowledge","A","Lianne , Pelletier"
"College universitaire Glendon","GL","Documentation and Terminology","TRAN","2280","3","Documentation and Terminology","A","Caroline , Disler"
"College universitaire Glendon","GL","Documentation in Business and Industry","TRAN","4330","3","Documentation in Business and Industry","M","Adam , Gonsalves"
"College universitaire Glendon","GL","Dreaming of Electric Sheep: Emergent Practices in","COMS","4208","3","Emergent Practices in Communications 1","A","Alex , Chalk"
"College universitaire Glendon","GL","Decouverte du francais / Discovering French","FSL","1001","3","Discovering French","A","Sylvie , Dejy-Blakely"
"College universitaire Glendon","GL","Decouverte du francais / Discovering French","FSL","1001","3","Discovering French","B","Juliette , Lawson-Gnaba"
"College universitaire Glendon","GL","Decouverte du francais / Discovering French","FSL","1001","3","Discovering French","N","Roxaneh , Naghshi"
"College universitaire Glendon","GL","Derives et delices. La litterature a la carte.","FRAN","2250","3","La litterature a la carte.","A","Marie-Helene , Larochelle"
"College universitaire Glendon","GL","Educational Organizations","SOCI","2618","3","Educational Organizations","M","Nancy , Sanders"
"College universitaire Glendon","GL","English as a World Language","EN","4695","3","English as a World Language","A","Ian , Martin"
"College universitaire Glendon","GL","English in the World; the World in English","EN","1903","3","English in the World","M","Kevin  , Reynolds"
"College universitaire Glendon","GL","Enjeux en communication interculturelle","COMS","3203","3","Enjeux en communication interculturelle","B","Kristina , Haralanova"
"College universitaire Glendon","GL","Enquetes sur les systemes educatifs francophones","FRAN","4270","3","Les systemes educatifs francophones","M","Muriel , Peguret"
"College universitaire Glendon","GL","Environmental and Natural Resource Economics","ECON","3415","3","Environmental & Natural Resource Economi","M","Can , Erutku"
"College universitaire Glendon","GL","European Politics","POLS","3222","3","European Politics","A","Dan , Berbecel"
"College universitaire Glendon","GL","Evolution and Ecology of Humans","BIOL","3305","3","Evolution and Ecology of Humans","M","Kyle , Belozerov"
"College universitaire Glendon","GL","Evolutionary Psychology","PSYC","3675","3","Evolutionary Psychology","A","Krista , Phillips"
"College universitaire Glendon","GL","Fail. Fail again. Fail better. Mediations and Conf","COMS","4201","3","Mediations and Conflicts","A","Short , Jonathan"
"College universitaire Glendon","GL","Film in Latin America and Spain","SP","3711","3","Film in Latin America and Spain","A","Shanna , Lino"
"College universitaire Glendon","GL","Financial Accounting","ECON","2710","3","Financial Accounting","A","Richard , Deklerk"
"College universitaire Glendon","GL","Financial Theory","ECON","3350","3","Financial Theory","A","Aymen , Karoui"
"College universitaire Glendon","GL","Five Myths about Canada","CDNS","2904","3","Five Myths about Canada","M","Colin M , Coates"
"College universitaire Glendon","GL","Flesh and Blood: Baroque Art and Performance","DRCA","4619","6","Performing the Baroque","M","Aida , Jordao"
"College universitaire Glendon","GL","Fondements de la science politique","POLS","2000","3","Fondements de la science politique","B","Thierry , Cote"
"College universitaire Glendon","GL","Foundations of Political Science","POLS","2000","3","Foundations of Political Science","A","Dan , Berbecel"
"College universitaire Glendon","GL","Fractured Identities: American Literature from the","EN","3472","3","American Literature. Civil War - WWII","A","Danielle , Russell"
"College universitaire Glendon","GL","Francais avance 1 : la vulgarisation scientifique","FSL","2000","3","Francais av. 1 (vulgar. scientifique)","A","Farida , Mersali"
"College universitaire Glendon","GL","Francais avance 1 : la vulgarisation scientifique","FSL","2000","3","Francais av. 1 (vulgar. scientifique)","A","Vadym , Donsky"
"College universitaire Glendon","GL","Francais avance 1 : la vulgarisation scientifique","FSL","2000","3","Francais av. 1 (vulgar. scientifique)","B","Vadym , Donsky"
"College universitaire Glendon","GL","Francais avance 1 : la vulgarisation scientifique","FSL","2000","3","Francais av. 1 (vulgar. scientifique)","M","Vadym , Donsky"
"College universitaire Glendon","GL","Francais avance 2 : L'essai","FSL","2100","3","Francais avance 2 (Essai)","M","Vadym , Donsky"
"College universitaire Glendon","GL","Francais avance 2 : L'essai","FSL","2100","3","Francais avance 2 (Essai)","O","Farida , Mersali"
"College universitaire Glendon","GL","Francais avance 2 : L'essai","FSL","2100","3","Francais avance 2 (Essai)","P","Catherine , Lamaison"
"College universitaire Glendon","GL","Francais de prespecialisation  (courant post-immer","FRAN","1325","3","Prespecialisation (post-immersif) I","A","Anat , Avitzur"
"College universitaire Glendon","GL","Francais de prespecialisation (L2) I","FRAN","1825","3","Francais de prespecialisation (L2) I","A","Sylvie , Dejy-Blakely"
"College universitaire Glendon","GL","Francais de prespecialisation (L2) I","FRAN","1825","3","Francais de prespecialisation (L2) I","M","Anat , Avitzur"
"College universitaire Glendon","GL","Francais de prespecialisation (L2) II","FRAN","1830","3","Francais de prespecialisation (L2) II","A","Juliette , Lawson-Gnaba"
"College universitaire Glendon","GL","Francais de prespecialisation (L2) II","FRAN","1830","3","Francais de prespecialisation (L2) II","M","Michel , Guidigbi"
"College universitaire Glendon","GL","Francais de prespecialisation (courant post-immers","FRAN","1330","3","Prespecialisation (post-immersif) II","A","Michel , Guidigbi"
"College universitaire Glendon","GL","Francais de prespecialisation (courant post-immers","FRAN","1330","3","Prespecialisation (post-immersif) II","M","Michel , Guidigbi"
"College universitaire Glendon","GL","Francais de specialisation (L1) I","FRAN","2701","6","Francais de specialisation (L1) I","A","Sylvie J , Rosienski-Pellerin"
"College universitaire Glendon","GL","Francais de specialisation (L1) II","FRAN","3701","6","Francais de specialisation (L1) II","A","Juliette , Lawson-Gnaba"
"College universitaire Glendon","GL","Francais de specialisation (L2) I","FRAN","2805","6","Francais de specialisation (L2) I","A","Michel , Guidigbi"
"College universitaire Glendon","GL","Francais de specialisation (L2) I","FRAN","2805","6","Francais de specialisation (L2) I","B","Michel , Guidigbi"
"College universitaire Glendon","GL","Francais de specialisation (L2) I","FRAN","2805","6","Francais de specialisation (L2) I","E","Michel , Guidigbi"
"College universitaire Glendon","GL","Francais de specialisation (L2) II","FRAN","3805","6","Francais de specialisation (L2) II","A","Anat , Avitzur"
"College universitaire Glendon","GL","Francais de specialisation (L2) II","FRAN","3805","6","Francais de specialisation (L2) II","C","Sylvie , Dejy-Blakely"
"College universitaire Glendon","GL","Francais de specialisation (L2) III","FRAN","4805","6","Francais de specialisation (L2) III","A","Marie-Elaine , Bourgeois"
"College universitaire Glendon","GL","Francais de specialisation (L2) III","FRAN","4805","6","Francais de specialisation (L2) III","A","Sylvie J , Rosienski-Pellerin"
"College universitaire Glendon","GL","Francais de specialisation (L2) III","FRAN","4805","6","Francais de specialisation (L2) III","C","Gaelle , Vercollier"
"College universitaire Glendon","GL","Francais intermediaire 1 : L'actualite","FSL","1210","3","Francais intermediaire 1 (L'actualite)","A","Elsa , Michael"
"College universitaire Glendon","GL","Francais intermediaire 1 : L'actualite","FSL","1210","3","Francais intermediaire 1 (L'actualite)","A","Usha A. , Viswanathan"
"College universitaire Glendon","GL","Francais intermediaire 1 : L'actualite","FSL","1210","3","Francais intermediaire 1 (L'actualite)","B","Michel , Guidigbi"
"College universitaire Glendon","GL","Francais intermediaire 1 : L'actualite","FSL","1210","3","Francais intermediaire 1 (L'actualite)","C","Elsa , Michael"
"College universitaire Glendon","GL","Francais intermediaire 1 : L'actualite","FSL","1210","3","Francais intermediaire 1 (L'actualite)","M","Sylvie , Dejy-Blakely"
"College universitaire Glendon","GL","Francais intermediaire 1 : L'actualite","FSL","1210","3","Francais intermediaire 1 (L'actualite)","N","Juliette , Lawson-Gnaba"
"College universitaire Glendon","GL","Francais intermediaire 2 : La controverse","FSL","1220","3","Francais interm. 2 (La controverse)","A","Farida , Mersali"
"College universitaire Glendon","GL","Francais intermediaire 2 : La controverse","FSL","1220","3","Francais interm. 2 (La controverse)","M","Elsa , Michael"
"College universitaire Glendon","GL","Francais intermediaire 2 : La controverse","FSL","1220","3","Francais interm. 2 (La controverse)","M","Usha A. , Viswanathan"
"College universitaire Glendon","GL","Francais intermediaire 2 : La controverse","FSL","1220","3","Francais interm. 2 (La controverse)","N","Usha A. , Viswanathan"
"College universitaire Glendon","GL","Francais intermediaire 2 : La controverse","FSL","1220","3","Francais interm. 2 (La controverse)","O","Vadym , Donsky"
"College universitaire Glendon","GL","Francais ecrit et oral (L2) : revision des fondeme","FRAN","1820","3","Francais ecrit et oral (L2) : revision","A","Anat , Avitzur"
"College universitaire Glendon","GL","Francais elementaire 1 : Portraits","FSL","1110","3","Francais elementaire 1 (Portraits)","A","Catherine , Lamaison"
"College universitaire Glendon","GL","Francais elementaire 1 : Portraits","FSL","1110","3","Francais elementaire 1 (Portraits)","A","Chantal , Abouchar-Rodrigues"
"College universitaire Glendon","GL","Francais elementaire 1 : Portraits","FSL","1110","3","Francais elementaire 1 (Portraits)","B","Catherine , Lamaison"
"College universitaire Glendon","GL","Francais elementaire 1 : Portraits","FSL","1110","3","Francais elementaire 1 (Portraits)","M","Farida , Mersali"
"College universitaire Glendon","GL","Francais elementaire 1 : Portraits","FSL","1110","3","Francais elementaire 1 (Portraits)","N","Vadym , Donsky"
"College universitaire Glendon","GL","Francais elementaire 2 : Itinerances","FSL","1120","3","Francais elementaire 2 (Itinerances)","A","Vadym , Donsky"
"College universitaire Glendon","GL","Francais elementaire 2 : Itinerances","FSL","1120","3","Francais elementaire 2 (Itinerances)","B","Farida , Mersali"
"College universitaire Glendon","GL","Francais elementaire 2 : Itinerances","FSL","1120","3","Francais elementaire 2 (Itinerances)","M","Catherine , Lamaison"
"College universitaire Glendon","GL","Francais elementaire 2 : Itinerances","FSL","1120","3","Francais elementaire 2 (Itinerances)","M","Chantal , Abouchar-Rodrigues"
"College universitaire Glendon","GL","Francais elementaire 2 : Itinerances","FSL","1120","3","Francais elementaire 2 (Itinerances)","N","Catherine , Lamaison"
"College universitaire Glendon","GL","Fraudsters. Gangsters and Killers: Power. Law and","SOCI","3217","3","Power. Law and Criminal Justice","M","Kelsey , Ioannoni"
"College universitaire Glendon","GL","From Sugar to Cocaine: Latin America's Global Comm","HIST","3641","6","Latin America's Global Commodities","A","Gillian A , McGillivray"
"College universitaire Glendon","GL","Fundamentals of Conservation Biology","BIOL","2310","3","Conservation Biology","M","Spencer , Mukai"
"College universitaire Glendon","GL","Fundamentals of Mathematics","MATH","1670","6","Fundamentals of Mathematics","A","Mario , Roy"
"College universitaire Glendon","GL","Game Theory and Economics","ECON","4340","3","Game Theory and Economics","M","Can , Erutku"
"College universitaire Glendon","GL","General Ecology","BIOL","2300","3","General Ecology","A","Valerie , Schoof"
"College universitaire Glendon","GL","Get Career Ready! Lancez votre carriere!","WKST","3970","3","Get Career Ready! Lancez votre carriere!","A","Aleks , Golijanin"
"College universitaire Glendon","GL","Get Career Ready! Lancez votre carriere!","WKST","3970","3","Get Career Ready! Lancez votre carriere!","M","Aleks , Golijanin"
"College universitaire Glendon","GL","Global Environmental Challenges ? Local Solutions","ILST","4275","3","Global Challenges / Defis mondiaux","M","Sabine , Dreher"
"College universitaire Glendon","GL","Global Geography: Physical and Human Aspects","ILST","2655","6","Global Geog.: Physical & Human Aspects","A","Faustin Zacharie , Ntoubandi"
"College universitaire Glendon","GL","Globalization & Global Governance","POLS","2950","3","Globalization & Global Governance","A","Adam , Schachhuber"
"College universitaire Glendon","GL","Grammaire du francais ecrit et analyse de textes i","TRAN","1410","3","Grammaire du francais ecrit 1","A","Marie-Elaine , Bourgeois"
"College universitaire Glendon","GL","Grammaire du francais ecrit et analyse de textes l","TRAN","1411","3","Grammaire du francais ecrit 2","M","Marie-Elaine , Bourgeois"
"College universitaire Glendon","GL","Grammatical Description","LIN","2305","3","Grammatical Description","M","Kevin  , Reynolds"
"College universitaire Glendon","GL","Health Psychology","PSYC","3635","3","Health Psychology","A","Lisa , Fiksenbaum"
"College universitaire Glendon","GL","Hispanic Geopoetics: A Field Trip to Geography. Id","SP","4706","6","Hispanic Geopoetics","M","Alejandro , Zamora"
"College universitaire Glendon","GL","Hispanic culture: art. literature and cinema","SP","1605","6","Hispanic culture","A","Jerzy , Kowal"
"College universitaire Glendon","GL","Hispanic culture: art. literature and cinema","SP","1605","6","Hispanic culture","A","Maria Constanza Constanza, Guzman"
"College universitaire Glendon","GL","Hispanic culture: art. literature and cinema","SP","1605","6","Hispanic culture","A","Shanna , Lino"
"College universitaire Glendon","GL","Histoire de la langue francaise","FRAN","4651","6","Histoire de la langue francaise","A","Laura , Kuzmenko"
"College universitaire Glendon","GL","Histoire et fiction","HIST","3603","3","Histoire et fiction","A","Rose T. , Ndengue"
"College universitaire Glendon","GL","Honours Thesis","PSYC","4000","6","Honours Thesis","A","Josee , Rivest"
"College universitaire Glendon","GL","How to study History","HIST","2000","3","How to study History","A","James , Cypher"
"College universitaire Glendon","GL","Human Neuropsychology","PSYC","4530","6","Human Neuropsychology","A","Agnieszka , Kopinska"
"College universitaire Glendon","GL","Idea. Opinion. Argument: Rhetoric for Academic Set","EN","2902","3","Rhetoric for Academic Settings","A","Jamie , Roberts"
"College universitaire Glendon","GL","Ideas Through Time and Space: Knowledge Transfer A","TRAN","1640","3","Ideas Through Time and Space","M","Caroline , Disler"
"College universitaire Glendon","GL","Illiberal Politics","POLS","3602","3","Illiberal Politics","A","Catherine R. , Power"
"College universitaire Glendon","GL","Indigenous Activism. Resistance and Resurgence","SOCI","4601","3","Indigenous Activism","M","Maya , Chacaby"
"College universitaire Glendon","GL","Indigenous Peoples of Canada","SOCI","2630","3","Indigenous Peoples of Canada","A","Maya , Chacaby"
"College universitaire Glendon","GL","Indigenous Performance on Turtle Island","DRCA","3633","3","Indigenous Performance on Turtle Island","A","Jennifer , Heywood"
"College universitaire Glendon","GL","Indigenous Resistance in the Americas","HIST","3214","3","Indigenous Resistance in the Americas","M","James , Cypher"
"College universitaire Glendon","GL","Industrial Organization","ECON","4350","3","Industrial Organization","A","Can , Erutku"
"College universitaire Glendon","GL","Initiation a l'etude du mythe litteraire","FRAN","3305","3","Initiation a l'etude du mythe litteraire","M","Jean-Pierre , Thomas"
"College universitaire Glendon","GL","Initiation a la methodologie litteraire","FRAN","2335","6","Initiation a la methodologie litteraire","A","Nataliya , Lenina"
"College universitaire Glendon","GL","Initiation a la methodologie litteraire","FRAN","2335","6","Initiation a la methodologie litteraire","B","Jean-Pierre , Thomas"
"College universitaire Glendon","GL","Insect Herbivore Ecology","BIOL","4210","3","Insect Herbivore Ecology","M","Jocelyn , Martel"
"College universitaire Glendon","GL","Integral Calculus in One Variable","MATH","1940","3","Integral Calculus","M","Mario , Roy"
"College universitaire Glendon","GL","Intermediate Experimental Psychology","PSYC","3525","3","Intermediate Experimental Psychology","M","Stephanie , Marion"
"College universitaire Glendon","GL","Intermediate Financial Accounting 1","ECON","3710","3","Intermediate Financial Accounting 1","A","Richard , Deklerk"
"College universitaire Glendon","GL","International Economics and Development","ILST","3250","3","International Economics and Development","M","Sabine , Dreher"
"College universitaire Glendon","GL","International Finance","ILST","4260","3","International Finance","M","Gregory King Yan , Pau"
"College universitaire Glendon","GL","International Justice","PHIL","3634","3","International Justice","A","Imola , Ilyes"
"College universitaire Glendon","GL","International Peace. Security and Human Rights","ILST","3650","3","Internat'l Peace. Security & Human Right","M","Sabine , Dreher"
"College universitaire Glendon","GL","International Perspectives on Race and Racism","SOCI","4642","3","Race and Racism","A","Shirin , Shahrokni"
"College universitaire Glendon","GL","International Refugee Protection/Protection intern","ILST","4651","3","Intern'l Refugee Prot/Prot. intern'l ref","M","Michael , Barutciski"
"College universitaire Glendon","GL","International Relations","POLS","3626","3","International Relations","A","Adam , Schachhuber"
"College universitaire Glendon","GL","International Society: History. Philosophy and The","ILST","2644","6","Intern'l Society: Hist. Phil & Theories","A","Marco , Fonseca"
"College universitaire Glendon","GL","Internship","BUEC","4500","6","Internship","N","Laura , McKinnon"
"College universitaire Glendon","GL","Into the Fray: British Literature from the Romanti","EN","3331","3","British Romantic Literature","A","Danielle , Russell"
"College universitaire Glendon","GL","Introduction au droit des affaires","ILST","1205","3","Introduction au droit des affaires","N","Faustin Zacharie , Ntoubandi"
"College universitaire Glendon","GL","Introduction au droit et a la pensee sociale","PHIL","2923","3","Intro au droit et a la pensee sociale","A","Brian , Bitar"
"College universitaire Glendon","GL","Introduction au marketing","ILST","2612","3","Introduction au marketing","B","Hossam , Ali-Hassan"
"College universitaire Glendon","GL","Introduction aux grandes mythologies","FRAN","3306","3","Introduction aux grandes mythologies","A","Jean-Pierre , Thomas"
