"FACULTY_NAME","FACULTY","COURSETITLE","SUBJECT","COURSE_NUMBER","CREDIT","COURSE_TITLE","SECTION","INSTRUCTOR_NAME"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","A","Maria , Keresztesi"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","A","Salwa , Musa"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","A","Tanya , Johnson"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Aldona , Nowak"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Alice , Clinton"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Appiah Edigna , Kusi"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Deborah , Haynes"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Kimberley , Price"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Maria , Keresztesi"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Renee , Boi-Doku"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Salwa , Musa"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Suzanne , Tinglin"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","M","Tanya , Johnson"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","N","Aldona , Nowak"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","N","Alice , Clinton"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","N","Appiah Edigna , Kusi"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","N","Deborah , Haynes"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","N","Kimberley , Price"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","N","Maria , Keresztesi"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","N","Salwa , Musa"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","N","Suzanne , Tinglin"
"Faculty of Health","HH","Practicum for HH/NURS 3510 6.00","NURS","3510","0","Practicum for HH/NURS 3510 6.00","N","Tanya , Johnson"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Arrabi , Gugathasan"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Carmen , Vuong"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Dorcas , Bediako"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Eti , Ayzenberg"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Francis , Calixto"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Jacob , Mannil"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Jennifer , Klein"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Jovette , Pinet"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Lotaya , Williams"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Maria , Wallace"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Mohammed Anwar , Majid"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Roxi , Banga"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","A","Sonia , Sharma"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Carmen , Vuong"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Dhwani , Soni"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Dorcas , Bediako"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Jacob , Mannil"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Jennifer , Klein"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Jovette , Pinet"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Leanne , Noble"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Mahasti Shahlaie , Moghaddam"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Mehran , Varshochi"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Mohammed Anwar , Majid"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Naznin , Patel"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Ravneet , Kaur"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Sarmina , Kuganesan"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Scott , Dorion"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Tenzin , Yangka"
"Faculty of Health","HH","Practicum for HH/NURS 3511 6.00","NURS","3511","0","Practicum for HH/NURS 3511 6.00","M","Xiaojun , Zhao"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Alex , Asare-Bediako"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Alexey , Belakovsky"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Anthony , Ekeanyanwu"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Maxima , Encinares"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Mehran , Varshochi"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Michelle , Jubin"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Taiwo , Shobande"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Tenzing Doma , Banigan"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Tracy-Ann , Reid"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","A","Tunde , Makinde"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","M","Mahasti Shahlaie , Moghaddam"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","M","Mary , Beyea"
"Faculty of Health","HH","Practicum for HH/NURS 3524 6.00","NURS","3524","0","Practicum for HH/NURS 3524 6.00","M","Merit , Hayden-Town"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","A","Alice , Clinton"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","A","Appiah Edigna , Kusi"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","A","Deborah , Haynes"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","A","Jacqueline , Rainford"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","A","Maria , Keresztesi"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","A","Suzanne , Tinglin"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","A","Tanya , Johnson"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","B","Appiah Edigna , Kusi"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","B","Deborah , Haynes"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","B","Kimberley , Price"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","B","Maria , Keresztesi"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","B","Salwa , Musa"
"Faculty of Health","HH","Practicum for HH/NURS 4525 6.00","NURS","4525","0","Practicum for HH/NURS 4525 6.00","B","Suzanne , Tinglin"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Dorcas , Bediako"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Jacob , Mannil"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Jane , Ngatha"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Maria , Wallace"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Mehran , Varshochi"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Mohammed Anwar , Majid"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Patricia , Chailunga"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Sarmina , Kuganesan"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Scott , Dorion"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Sonia , Sharma"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","A","Takdir , Khan"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Alan Gabriel , Guillermo"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Carmen , Vuong"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Jacob , Mannil"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Jovette , Pinet"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Mehran , Varshochi"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Ravneet , Kaur"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Sarmina , Kuganesan"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Soan , Tang"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Sonia , Sharma"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","B","Xiaojun , Zhao"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","O","Alan Gabriel , Guillermo"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","O","Carmen , Vuong"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","O","Jacob , Mannil"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","O","Jovette , Pinet"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","O","Leanne , Noble"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","O","Maria , Wallace"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","O","Mehran , Varshochi"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","O","Ravneet , Kaur"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","O","Xiaojun , Zhao"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Aisha , Shettima"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Alan Gabriel , Guillermo"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Dorcas , Bediako"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Jacob , Mannil"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Jane , Ngatha"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Jennifer , Klein"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Maria , Wallace"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Patricia , Chailunga"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Sarmina , Kuganesan"
"Faculty of Health","HH","Practicum for HH/NURS 4526 6.00","NURS","4526","0","Practicum for HH/NURS 4526 6.00","P","Soan , Tang"
"Faculty of Health","HH","Practicum in Athletic Therapy II","PKIN","0812","0","Practicum in Athletic Therapy II","A","Marnie , McRoberts"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","A","Nicole , Ferguson"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","A","Tamara , Wood"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","B","Nicole , Ferguson"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","C","Nicole , Ferguson"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","C","Tamara , Wood"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","D","Tamara , Wood"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","M","Nicole , Ferguson"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","M","Tamara , Wood"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","N","Nicole , Ferguson"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","O","Nicole , Ferguson"
"Faculty of Health","HH","Pre-Swim I","PKIN","0295","0","Pre-Swim I","P","Nicole , Ferguson"
"Faculty of Health","HH","Principles of Neurorehabilitation","KINE","4226","3","Principles of Neurorehabilitation","M","George , Mochizuki"
"Faculty of Health","HH","Professional Scholarship: Capstone Project","NURS","4531","3","Capstone Project","A","Sarah , Evans"
"Faculty of Health","HH","Professional Scholarship: Capstone Project","NURS","4531","3","Capstone Project","B","Robin , Coatsworth-Puspoky"
"Faculty of Health","HH","Professional Scholarship: Stream Capstone Project","NURS","4532","4","Stream Capstone Project","A","Irfan , Aslam"
"Faculty of Health","HH","Professionalism and Communication in Psychology","PSYC","3000","3","Professionalism and Communication","A","Mary E , Desrocher"
"Faculty of Health","HH","Professionalism and Communication in Psychology","PSYC","3000","3","Professionalism and Communication","B","Mary E , Desrocher"
"Faculty of Health","HH","Professionalism and Communication in Psychology","PSYC","3000","3","Professionalism and Communication","C","Mary E , Desrocher"
"Faculty of Health","HH","Promoting Global Health","GH","3545","3","Promoting Global Health","M","Benedict , Weobong"
"Faculty of Health","HH","Psycholinguistics","PSYC","3290","3","Psycholinguistics","A","Eri , Takahashi"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","A","Alexandra , Rutherford"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","A","Amir , Zarie"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","A","Jeremy , Forsythe"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","A","Peter , Papadogiannis"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","B","Jennifer K, Lewin"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","C","Jennifer K, Lewin"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","M","Alexandra , Rutherford"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","M","Danielle , Christie"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","M","Jennifer K, Lewin"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","N","Peter , Papadogiannis"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","P","Robert Tom , Muller"
"Faculty of Health","HH","Psychological Health. Distress. & Impairment","PSYC","3140","3","Psych Health. Distress. & Impairment","Q","Jennifer K, Lewin"
"Faculty of Health","HH","Psychological Measurement","PSYC","3090","3","Psychological Measurement","A","Maxwell , Barranti"
"Faculty of Health","HH","Psychology and Law","PSYC","3310","3","Psychology and Law","A","Sayyed Mohsen , Fatemi"
"Faculty of Health","HH","Psychology and Law","PSYC","3310","3","Psychology and Law","B","Andrew Ernest , Brankley"
"Faculty of Health","HH","Psychology and Law","PSYC","3310","3","Psychology and Law","M","Sayyed Mohsen , Fatemi"
"Faculty of Health","HH","Psychology and Law","PSYC","3310","3","Psychology and Law","N","Andrew Ernest , Brankley"
"Faculty of Health","HH","Psychology of Death and Dying","PSYC","3560","3","Psychology of Death and Dying","M","Kathleen , Fortune"
"Faculty of Health","HH","Psychology of Health and Chronic Disease","KINE","4710","3","Psychology of Health & Chronic Disease","A","Paul G , Ritvo"
"Faculty of Health","HH","Psychology of Health and Chronic Disease","KINE","4710","3","Psychology of Health & Chronic Disease","B","Paul G , Ritvo"
"Faculty of Health","HH","Psychology of Health and Chronic Disease","KINE","4710","3","Psychology of Health & Chronic Disease","P","Lucia , Gagliese"
"Faculty of Health","HH","Psychology of Health and Chronic Disease","KINE","4710","3","Psychology of Health & Chronic Disease","Q","Lucia , Gagliese"
"Faculty of Health","HH","Psychology of Health and Chronic Disease","KINE","4710","3","Psychology of Health & Chronic Disease","R","Lucia , Gagliese"
"Faculty of Health","HH","Psychology of Intimate Relationships","PSYC","3640","3","Psychology of Intimate Relationships","A","Jorida , Cila"
"Faculty of Health","HH","Psychology of Intimate Relationships","PSYC","3640","3","Psychology of Intimate Relationships","M","Jorida , Cila"
"Faculty of Health","HH","Psychology of Physical Activity and Health","KINE","3000","3","Psychology of Physical Activity & Health","M","Jessica L. , Fraser-Thomas"
"Faculty of Health","HH","Psychology of Physical Activity and Health","KINE","3000","3","Psychology of Physical Activity & Health","M","Rebecca , Basett-Gunter"
"Faculty of Health","HH","Psychology of Physical Activity and Health","KINE","3000","3","Psychology of Physical Activity & Health","N","Jessica L. , Fraser-Thomas"
"Faculty of Health","HH","Psychology of Physical Activity and Health","KINE","3000","3","Psychology of Physical Activity & Health","N","Rebecca , Basett-Gunter"
"Faculty of Health","HH","Psychology of Sexual Orientation","PSYC","3670","3","Psychology of Sexual Orientation","M","Donald V , Brown Jr"
"Faculty of Health","HH","Psychology of Sport Injury and Rehabilitation","KINE","4740","3","Psych of Sport Injury and Rehabilitation","A","Frances A , Flint"
"Faculty of Health","HH","Psychology of Sport Injury and Rehabilitation","KINE","4740","3","Psych of Sport Injury and Rehabilitation","A","Julie Patricia , MacDonald"
"Faculty of Health","HH","Psychology of Trauma: Theory. Research & Applicati","PSYC","4590","3","Psychology of Trauma","A","Robert Tom , Muller"
"Faculty of Health","HH","Psychology of Women","PSYC","3480","3","Psychology of Women","A","Kathleen , Fortune"
"Faculty of Health","HH","Psychology of Women","PSYC","3480","3","Psychology of Women","B","Sadia , Zafar"
"Faculty of Health","HH","Psychology of Women","PSYC","3480","3","Psychology of Women","N","Noreen , Stuckless"
"Faculty of Health","HH","Psychology of Women","PSYC","3480","3","Psychology of Women","O","Sadia , Zafar"
"Faculty of Health","HH","Public Health Nutrition and Food Policy","KINE","4170","3","Public Health Nutrition and Food Policy","M","Mavra , Ahmed"
"Faculty of Health","HH","Quality and Operational Excellence in Healthcare -","HLST","3500","3","Lean Six Sigma for Healthcare","A","Ernest , Byers"
"Faculty of Health","HH","Reflection and Relational Practice in Professional","NURS","1510","3","Reflection and Relational Practice","A","Maxima , Encinares"
"Faculty of Health","HH","Reflection and Relational Practice in Professional","NURS","1510","3","Reflection and Relational Practice","B","Irfan , Aslam"
"Faculty of Health","HH","Reflection and Relational Practice in Professional","NURS","1510","3","Reflection and Relational Practice","C","Archana , Paul"
"Faculty of Health","HH","Reflection and Relational Practice in Professional","NURS","1510","3","Reflection and Relational Practice","D","Archana , Paul"
"Faculty of Health","HH","Reflection and Theory-based Practice in Profession","NURS","1512","3","Reflection and Theory-based Practice","A","Ruth , Robbio"
"Faculty of Health","HH","Reflection and Theory-based Practice in Profession","NURS","1512","3","Reflection and Theory-based Practice","B","Danielle , Washington"
"Faculty of Health","HH","Reflection and Theory-based Practice in Profession","NURS","1512","3","Reflection and Theory-based Practice","C","Ruth , Robbio"
"Faculty of Health","HH","Regional Human Anatomy I","KINE","3460","3","Regional Human Anatomy I","A","Daniel , Sheffield"
"Faculty of Health","HH","Regional Human Anatomy I","KINE","3460","3","Regional Human Anatomy I","A","Nicole , Ventura"
"Faculty of Health","HH","Regional Human Anatomy I","KINE","3460","3","Regional Human Anatomy I","A","Stephen , Boulanger"
"Faculty of Health","HH","Regional Human Anatomy I","KINE","3460","3","Regional Human Anatomy I","M","Nicole , Ventura"
"Faculty of Health","HH","Regional Human Anatomy I","KINE","3460","3","Regional Human Anatomy I","M","Ravneet , Kalkat"
"Faculty of Health","HH","Regional Human Anatomy I","KINE","3460","3","Regional Human Anatomy I","M","Stephen , Boulanger"
"Faculty of Health","HH","Regional Human Anatomy II","KINE","3465","3","Regional Human Anatomy II","A","Nicole , Ventura"
"Faculty of Health","HH","Relaxation: Theory and Practice","KINE","4420","3","Relaxation: Theory and Practice","A","Mark S. , Cummings"
"Faculty of Health","HH","Relaxation: Theory and Practice","KINE","4420","3","Relaxation: Theory and Practice","M","Mark S. , Cummings"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Elena , Levitskaya"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Matthew , Sudiyono"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Mohiul , Chowdhury"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Olivia , Ramraj"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Omar , Adil"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Parmida , Behnia"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Rachael , Carson"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Shauna , Spirling"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Talha , Rashidi"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","Taslima , Mamataz"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","A","William , Gage"
